Stage,Day,Hour,PV,WT,Electricity Load,Hydrogen Load,Electricity Prices
0,1,1,0,5.6702934124484665,5056.597512050033,4282.400984836303,0.9852861589144125
0,1,2,0,4.34998375169491,5621.6662260272615,4307.747484494344,0.9980616150806093
0,1,3,0,6.810389004256961,4204.614094614844,1867.3843180757287,1.005083146295894
0,1,4,0,5.759054733726304,4337.364627311388,3180.999634535497,0.9904620782001925
0,1,5,0,3.8827006304411666,5317.785657872764,3187.5115097697685,0.9534215636595681
0,1,6,0,3.84895637103702,4483.170394750013,3373.0854275697075,0.970767215587221
0,1,7,0,3.1025738731439474,5066.577842078667,2767.826740609034,1.003263906719374
0,1,8,0,4.4195142569343115,5344.846000919408,6561.479613700106,0.9378230506105476
0,1,9,0,6.0403593763308,4255.617148991224,5465.277701731317,0.9971315472000033
0,1,10,0.4018129157934556,4.171793034795834,4457.496747424237,4753.8627015041775,0.977280876005112
0,1,11,0.625058025722279,6.776716406045386,4147.258249482261,7177.7535249385455,0.9415271141502285
0,1,12,0.694998617586273,3.0259822079798244,4589.3758719952875,4764.987810882506,0.9553467217908631
0,1,13,0.5851994949226595,5.2033340902198155,5010.227563830943,6607.7510051565405,0.9745938973507706
0,1,14,0.708556048193116,6.0846660846412055,6682.943418774746,15434.242084192749,0.9881271455647688
0,1,15,0.5629113700875643,3.8760795701716813,5472.768806949247,13955.094883700323,0.9113306220503853
0,1,16,0.5540733226470828,3.725762293362025,6063.03700663607,12872.806943529915,1.0074456612671148
0,1,17,0.41587743839437546,6.977003784920536,6261.959166284892,15077.27325337365,1.0012972428730038
0,1,18,0,3.680108755636181,5537.856159867157,12785.64226807511,0.9689269000351763
0,1,19,0,4.905973055556096,5329.586314877278,12173.002592098246,1.0110874968831034
0,1,20,0,5.039054661272228,5144.785554617697,11818.27676525345,0.9511906841626372
0,1,21,0,6.838550770667289,6000.797816343487,9695.855807365167,1.0445544353296936
0,1,22,0,6.664612389267338,4754.190248355735,4890.766167613246,0.9962710694222437
0,1,23,0,5.2818453295701735,4098.808765184324,4527.435618800223,0.9635444115689743
0,1,24,0,4.756427192301857,4463.928341342859,3325.314304153525,0.9789464099776529
0,2,1,0,4.215283195385028,3527.580149299383,3049.553889978853,0.9872203312871264
0,2,2,0,4.226731576530031,4621.801122301399,1804.685048233008,0.9796650205766899
0,2,3,0,4.736922294189224,3686.75101063238,3428.152049369173,0.9075517642730329
0,2,4,0,6.3744106037694275,4009.11067990125,1673.2481570938228,0.9867557537461761
0,2,5,0,5.573388030410101,3780.5637572329324,1430.962362015549,0.9941419869426784
0,2,6,0,5.9895848534094895,4447.226231977445,2580.561260471671,0.9720732994893364
0,2,7,0,5.872754939504032,4205.275156184062,1697.8556586962454,0.9461218695844971
0,2,8,0,3.987335548222891,4000.5717299022217,3135.0499401230163,0.9919506237841524
0,2,9,0,3.342788375766973,3814.6937757840915,3710.2735785946697,0.971546140197854
0,2,10,0.30687492408595496,6.0374526048891575,3569.6196701252766,2361.3955347071715,0.9533586395488529
